dialogue	train	what#0	and what is the use of a book	Why do you ask?
dialogue	val	xnone#0	without pictures or conversations	I'm not sure I understand you fully.
dialogue	train	i#11	I shall be late	You say you shall be late?
dialogue	train	i#11	after such a fall as this, I shall think nothing of tumbling down stairs	You say after such a fall as this you shall think nothing of tumbling down stairs?
dialogue	train	what#0	How brave they’ll all think me at home	Why do you ask?
dialogue	train	if#0	Why, I wouldn’t say anything about it, even if I fell off the top of the house	Do you think its likely that you fell off the top of the house?
dialogue	train	i#11	I wonder how many miles I’ve fallen by this time	You say you wonder what many miles ive fallen by this time?
dialogue	train	i#11	I must be getting somewhere near the centre of the earth	You say you must be getting somewhere near the centre of the earth?
dialogue	train	i#11	Let me see: that would be four thousand miles down, I think	You say let you see that would be four thousand miles down you think?
dialogue	train	yes#0	yes, that’s about the right distance—but then I wonder what Latitude or Longitude I’ve got to	You seem to be quite positive.
dialogue	train	if#0	I wonder if I shall fall right _through_ the earth	Do you think its likely that you shall fall right through the earth?
dialogue	train	what#0	How funny it’ll seem to come out among the people that walk with their heads downward	Why do you ask?
dialogue	train	i#11	The Antipathies, I think	You say the antipathies you think?
dialogue	train	name#0	but I shall have to ask them what the name of the country is, you know	I am not interested in names.
dialogue	train	xnone#0	Please, Ma’am, is this New Zealand or Australia	I'm not sure I understand you fully.
dialogue	train	what#0	And what an ignorant little girl she’ll think me for asking	Why do you ask?
dialogue	train	no#0	No, it’ll never do to ask: perhaps I shall see it written up somewhere	Are you saying no just to be negative?
dialogue	train	i#11	Dinah’ll miss me very much to-night, I should think	You say dinahll miss you very much to night you should think?
dialogue	train	i#11	I hope they’ll remember her saucer of milk at tea-time	You say you hope theyll remember her saucer of milk at tea time?
dialogue	train	my#2	Dinah my dear	Your dear?
dialogue	train	you#2	I wish you were down here with me	Why do you think I was down here with you?
dialogue	train	i#11	But do cats eat bats, I wonder	You say but do cats eat bats you wonder?
dialogue	train	xnone#0	Do cats eat bats	I'm not sure I understand you fully.
dialogue	train	xnone#0	Do bats eat cats	I'm not sure I understand you fully.
dialogue	train	you#3	Now, Dinah, tell me the truth: did you ever eat a bat	We were discussing you -- not me.
dialogue	train	my#2	Oh my ears and whiskers, how late it’s getting	Your ears and whiskers what late its getting?
dialogue	train	if#0	and even if my head would go through	Do you think its likely that your head would go through?
dialogue	train	my#2	it would be of very little use without my shoulders	Your shoulders?
dialogue	train	what#0	Oh, how I wish I could shut up like a telescope	Why do you ask?
dialogue	train	if#0	I think I could, if I only knew how to begin	Do you think its likely that you only knew what to begin?
dialogue	train	yes#0	which certainly was not here before	You seem to be quite positive.
dialogue	train	no#0	No, I’ll look first	Are you saying no just to be negative?
dialogue	train	xnone#0	and see whether it’s marked ‘_poison_’ or not	I'm not sure I understand you fully.
dialogue	train	what#0	What a curious feeling	Why do you ask?
dialogue	train	alike#0	I must be shutting up like a telescope	In what way?
dialogue	train	you#3	for it might end, you know	We were discussing you -- not me.
dialogue	train	my#2	in my going out altogether, like a candle	Your going out altogether like a candle?
dialogue	train	alike#0	I wonder what I should be like then	In what way?
dialogue	train	no#0	Come, there’s no use in crying like that	Are you saying no just to be negative?
dialogue	val	i#10	I advise you to leave off this minute	Perhaps in your fantasies we advise each other.
dialogue	train	no#0	But it’s no use now	Are you saying no just to be negative?
dialogue	train	xnone#0	to pretend to be two people	I'm not sure I understand you fully.
dialogue	train	what#0	Why, there’s hardly enough of me left to make _one_ respectable person	Why do you ask?
dialogue	train	xnone#0	Well, I’ll eat it	I'm not sure I understand you fully.
dialogue	train	if#0	and if it makes me grow larger, I can reach the key	Do you think its likely that it makes you grow larger you can reach the key?
dialogue	train	if#0	and if it makes me grow smaller, I can creep under the door	Do you think its likely that it makes you grow smaller you can creep under the door?
dialogue	train	i#8	so either way I’ll get into the garden, and I don’t care which happens	Don't you really care which happens?
dialogue	val	xnone#0	Curiouser and curiouser	I'm not sure I understand you fully.
dialogue	val	alike#0	now I’m opening out like the largest telescope that ever was	In what way?
dialogue	train	i#6	I’m sure _I_ shan’t be able	Is it because you are sure you shant be able that you came to me?
dialogue	train	i#11	but I must be kind to them	You say but you must be kind to them?
dialogue	train	perhaps#0	or perhaps they won’t walk the way I want to go	You don't seem quite certain.
dialogue	val	xnone#0	Let me see: I’ll give them a new pair of boots every Christmas	I'm not sure I understand you fully.
dialogue	train	xnone#0	They must go by the carrier	I'm not sure I understand you fully.
dialogue	train	what#0	and how funny it’ll seem, sending presents to one’s own feet	Why do you ask?
dialogue	train	what#0	And how odd the directions will look	Why do you ask?
dialogue	train	xnone#0	Alice’s Right Foot, Esq	I'm not sure I understand you fully.
dialogue	train	xnone#0	Hearthrug, near the Fender,_ (_with Alice’s love	I'm not sure I understand you fully.
dialogue	train	what#0	Oh dear, what nonsense I’m talking	Why do you ask?
dialogue	train	you#3	You ought to be ashamed of yourself	We were discussing you -- not me.
dialogue	train	you#3	a great girl like you	We were discussing you -- not me.
dialogue	train	xnone#0	to go on crying in this way	I'm not sure I understand you fully.
dialogue	train	i#10	Stop this moment, I tell you	Perhaps in your fantasies we tell each other.
dialogue	train	xnone#0	the Duchess, the Duchess	I'm not sure I understand you fully.
dialogue	train	if#0	won’t she be savage if I’ve kept her waiting	Do you think its likely that ive kept her waiting?
dialogue	val	if#0	If you please, sir	Do you think its likely that I please sir?
dialogue	train	what#0	How queer everything is to-day	Why do you ask?
dialogue	train	xnone#0	And yesterday things went on just as usual	I'm not sure I understand you fully.
dialogue	train	if#0	I wonder if I’ve been changed in the night	Do you think its likely that ive been changed in the night?
dialogue	train	alike#0	Let me think: was I the same when I got up this morning	In what way?
dialogue	train	i#11	I almost think I can remember feeling a little different	You say you almost think you can remember feeling a little different?
dialogue	train	alike#0	But if I’m not the same, the next question is, Who in the world am I	In what way?
dialogue	train	xnone#0	Ah, _that’s_ the great puzzle	I'm not sure I understand you fully.
dialogue	train	i#6	I’m sure I’m not Ada	Is it because you are sure you are not ada that you came to me?
dialogue	train	xnone#0	for her hair goes in such long ringlets, and mine doesn’t go in ringlets at all	I'm not sure I understand you fully.
dialogue	val	i#6	and I’m sure I can’t be Mabel, for I know all sorts of things, and she, oh	Is it because you are sure you cannot be mabel for you know all sorts of things and she oh that you came to me?
dialogue	val	xnone#0	she knows such a very little	I'm not sure I understand you fully.
dialogue	train	i#6	Besides, _she’s_ she, and _I’m_ I, and—oh dear, how puzzling it all is	Is it because you are you and oh dear what puzzling it all is that you came to me?
dialogue	val	if#0	I’ll try if I know all the things I used to know	Do you think its likely that you know all the things you used to know?
dialogue	train	i#11	I shall never get to twenty at that rate	You say you shall never get to twenty at that rate?
dialogue	train	xnone#0	However, the Multiplication Table doesn’t signify: let’s try Geography	I'm not sure I understand you fully.
dialogue	val	i#11	I must have been changed for Mabel	You say you must have been changed for mabel?
dialogue	train	what#0	I’ll try and say ‘_How doth the little	Why do you ask?
dialogue	train	i#6	I’m sure those are not the right words	Is it because you are sure those are not the right words that you came to me?
dialogue	val	xnone#0	ever so many lessons to learn	I'm not sure I understand you fully.
dialogue	train	my#2	No, I’ve made up my mind about it	Your mind about it?
dialogue	val	if#0	if I’m Mabel, I’ll stay down here	Do you think its likely that you are mabel ill stay down here?
dialogue	train	no#0	It’ll be no use their putting their heads down and saying ‘Come up again, dear	Are you saying no just to be negative?
dialogue	train	i#11	I shall only look up and say ‘Who am I then	You say you shall only look up and say who are you then?
dialogue	train	i#11	I do wish they _would_ put their heads down	You say you do wish they would put their heads down?
dialogue	train	i#6	I am so _very_ tired of being all alone here	Is it because you are so very tired of being all alone here that you came to me?
dialogue	train	what#0	How _can_ I have done that	Why do you ask?
dialogue	train	i#11	I must be growing small again	You say you must be growing small again?
dialogue	train	xnone#0	That _was_ a narrow escape	I'm not sure I understand you fully.
dialogue	val	xnone#0	and now for the garden	I'm not sure I understand you fully.
dialogue	train	are#1	and things are worse than ever	Did you think they might not be worse than ever?
dialogue	train	i#11	for I never was so small as this before, never	You say for you never was so small as this before never?
dialogue	train	i#11	And I declare it’s too bad, that it is	You say and you declare its too bad that it is?
dialogue	train	i#11	and in that case I can go back by railway	You say and in that case you can go back by railway?
dialogue	train	i#4	I wish I hadn’t cried so much	Do you really think so?
dialogue	train	my#2	I shall be punished for it now, I suppose, by being drowned in my own tears	Your own tears?
dialogue	train	xnone#0	That _will_ be a queer thing, to be sure	I'm not sure I understand you fully.
dialogue	train	xnone#0	However, everything is queer to-day	I'm not sure I understand you fully.
dialogue	train	xnone#0	Would it be of any use, now	I'm not sure I understand you fully.
dialogue	train	xnone#0	to speak to this mouse	I'm not sure I understand you fully.
dialogue	train	you#3	O Mouse, do you know the way out of this pool	We were discussing you -- not me.
dialogue	val	i#6	I am very tired of swimming about here, O Mouse	Is it because you are very tired of swimming about here o mouse that you came to me?
dialogue	train	xnone#0	A mouse—of a mouse—to a mouse—a mouse—O mouse	I'm not sure I understand you fully.
dialogue	train	perhaps#0	Perhaps it doesn’t understand English	You don't seem quite certain.
dialogue	val	i#11	I daresay it’s a French mouse, come over with William the Conqueror	You say you daresay its a french mouse come over with william the conqueror?
dialogue	train	xnone#0	Où est ma chatte	I'm not sure I understand you fully.
dialogue	val	i#11	Oh, I beg your pardon	You say oh you beg my pardon?
dialogue	train	i#10	I quite forgot you didn’t like cats	Perhaps in your fantasies we quite forgot each other.
dialogue	train	xnone#0	Not like cats	I'm not sure I understand you fully.
dialogue	train	if#0	Would _you_ like cats if you were me	Do you think its likely that I was you?
dialogue	train	perhaps#0	Well, perhaps not	You don't seem quite certain.
dialogue	train	xnone#0	don’t be angry about it	I'm not sure I understand you fully.
dialogue	train	xnone#0	She is such a dear quiet thing	I'm not sure I understand you fully.
dialogue	train	if#0	We won’t talk about her any more if you’d rather not	Do you think its likely that youd rather not?
dialogue	val	if#0	As if _I_ would talk on such a subject	Do you think its likely that you would talk on such a subject?
dialogue	train	always#0	Our family always _hated_ cats: nasty, low, vulgar things	Can you think of a specific example?
dialogue	train	name#0	Don’t let me hear the name again	I am not interested in names.
dialogue	train	i#11	I won’t indeed	You say you wont indeed?
dialogue	train	are#0	Are you—are you fond—of—of dogs	Why are you interested in whether I am are I fond of of dogs or not?
dialogue	train	alike#0	There is such a nice little dog near our house I should like to show you	In what way?
dialogue	train	you#3	A little bright-eyed terrier, you know, with oh, such long curly brown hair	We were discussing you -- not me.
dialogue	train	xnone#0	He says it kills all the rats and—oh dear	I'm not sure I understand you fully.
dialogue	train	i#6	I’m afraid I’ve offended it again	Is it because you are afraid ive offended it again that you came to me?
dialogue	train	if#0	Do come back again, and we won’t talk about cats or dogs either, if you don’t like them	Do you think its likely that I dont like them?
dialogue	train	i#2	I am older than you, and must know better	How have I helped you to be better?
dialogue	train	you#2	Sit down, all of you, and listen to me	Why do you think I and listen to you?
dialogue	train	you#3	I’ll_ soon make you dry enough	We were discussing you -- not me.
dialogue	val	are#0	are you all ready	Why are you interested in whether I am all ready or not?
dialogue	train	i#11	This is the driest thing I know	You say this is the driest thing you know?
dialogue	train	if#0	Silence all round, if you please	Do you think its likely that I please?
dialogue	train	xnone#0	Edwin and Morcar, the earls of Mercia and Northumbria	I'm not sure I understand you fully.
dialogue	train	i#11	I beg your pardon	You say you beg my pardon?
dialogue	train	you#3	Did you speak	We were discussing you -- not me.
dialogue	train	i#10	I thought you did	Perhaps in your fantasies we thought each other.
dialogue	train	you#3	of course you know what ‘it’ means	We were discussing you -- not me.
dialogue	train	i#11	I know what ‘it’ means well enough, when _I_ find a thing	You say you know what it means well enough what you find a thing?
dialogue	train	xnone#0	it’s generally a frog or a worm	I'm not sure I understand you fully.
dialogue	train	what#0	The question is, what did the archbishop find	Why do you ask?
dialogue	train	xnone#0	found it advisable to go with Edgar Atheling to meet William and offer him the crown	I'm not sure I understand you fully.
dialogue	train	xnone#0	William’s conduct at first was moderate	I'm not sure I understand you fully.
dialogue	train	my#2	But the insolence of his Normans—’ How are you getting on now, my dear	Your dear?
dialogue	train	xnone#0	As wet as ever	I'm not sure I understand you fully.
dialogue	train	xnone#0	it doesn’t seem to dry me at all	I'm not sure I understand you fully.
dialogue	train	xnone#0	In that case	I'm not sure I understand you fully.
dialogue	train	i#11	I move that the meeting adjourn, for the immediate adoption of more energetic remedies	You say you move that the meeting adjourn for the immediate adoption of more energetic remedies?
dialogue	train	was#1	What I was going to say	Were you really?
dialogue	train	xnone#0	was, that the best thing to get us dry would be a Caucus-race	I'm not sure I understand you fully.
dialogue	train	what#0	What _is_ a Caucus-race	Why do you ask?
dialogue	train	xnone#0	the best way to explain it is to do it	I'm not sure I understand you fully.
dialogue	train	xnone#0	the exact shape doesn’t matter	I'm not sure I understand you fully.
dialogue	train	xnone#0	One, two, three, and away	I'm not sure I understand you fully.
dialogue	train	xnone#0	The race is over	I'm not sure I understand you fully.
dialogue	train	what#0	But who has won	Why do you ask?
dialogue	val	everyone#0	Everybody_ has won, and all must have prizes	Really, everybody?
dialogue	train	what#0	But who is to give the prizes	Why do you ask?
dialogue	train	what#0	Why, _she_, of course	Why do you ask?
dialogue	train	you#3	But she must have a prize herself, you know	We were discussing you -- not me.
dialogue	train	what#0	What else have you got in your pocket	Why do you ask?
dialogue	train	xnone#0	Only a thimble	I'm not sure I understand you fully.
dialogue	train	xnone#0	Hand it over here	I'm not sure I understand you fully.
dialogue	train	your#0	We beg your acceptance of this elegant thimble	Why are you concerned over my acceptance of this elegant thimble?
dialogue	train	you#2	You promised to tell me your history, you know	Why do you think I promised to tell you?
dialogue	train	what#0	and why it is you hate—C and D	Why do you ask?
dialogue	train	xnone#0	Mine is a long and a sad tale	I'm not sure I understand you fully.
dialogue	train	yes#0	It _is_ a long tail, certainly	You seem to be quite positive.
dialogue	train	what#0	but why do you call it sad	Why do you ask?
dialogue	train	no#0	Come, I’ll take no denial	Are you saying no just to be negative?
dialogue	train	xnone#0	We must have a trial: For really this morning I’ve nothing to do	I'm not sure I understand you fully.
dialogue	train	you#1	You are not attending	What makes you think I am not attending?
dialogue	train	what#0	What are you thinking of	Why do you ask?
dialogue	train	you#3	you had got to the fifth bend, I think	We were discussing you -- not me.
dialogue	train	i#11	I had _not	You say you had not?
dialogue	train	xnone#0	Oh, do let me help to undo it	I'm not sure I understand you fully.
dialogue	train	i#11	I shall do nothing of the sort	You say you shall do nothing of the sort?
dialogue	train	you#2	You insult me by talking such nonsense	Why do you think I insult you?
dialogue	train	i#11	I didn’t mean it	You say you didnt mean it?
dialogue	train	you#1	But you’re so easily offended, you know	What makes you think I am so easily offended I know?
dialogue	train	your#0	Please come back and finish your story	Why are you concerned over my story?
dialogue	train	yes#0	Yes, please do	You seem to be quite positive.
dialogue	train	what#0	What a pity it wouldn’t stay	Why do you ask?
dialogue	train	my#2	Ah, my dear	Your dear?
dialogue	train	you#3	Let this be a lesson to you never to lose _your_ temper	We were discussing you -- not me.
dialogue	train	your#0	Hold your tongue, Ma	Why are you concerned over my tongue ma?
dialogue	train	you#1	You’re enough to try the patience of an oyster	What makes you think I am enough to try the patience of an oyster?
dialogue	train	i#4	I wish I had our Dinah here, I know I do	Do you really think so?
dialogue	train	xnone#0	She’d soon fetch it back	I'm not sure I understand you fully.
dialogue	train	if#0	And who is Dinah, if I might venture to ask the question	Do you think its likely that you might venture to ask the question?
dialogue	train	xnone#0	Dinah’s our cat	I'm not sure I understand you fully.
dialogue	train	you#3	And she’s such a capital one for catching mice you can’t think	We were discussing you -- not me.
dialogue	train	you#3	And oh, I wish you could see her after the birds	We were discussing you -- not me.
dialogue	train	what#0	Why, she’ll eat a little bird as soon as look at it	Why do you ask?
